1	1	1	1	0.5	0	1	0	
1	1	1	1	0.499961	-0.780756	1	0.0001	
1	1	1	1	0.499845	-1.5242	1	0.0002	
1	1	1	1	0.499657	-2.23211	1	0.0003	
1	1	1	1	0.4994	-2.90621	1	0.0004	
1	1	1	1	0.499077	-3.54821	1	0.0005	
1	1	1	1	0.498691	-4.15979	1	0.0006	
1	1	1	1	0.498246	-4.74257	1	0.0007	
1	1	1	1	0.497744	-5.29812	1	0.0008	
1	1	1	1	0.497187	-5.82798	1	0.0009	
1	1	1	1	0.496579	-6.33361	1	0.001	
1	1	1	1	0.495921	-6.81642	1	0.0011	
1	1	1	1	0.495216	-7.27776	1	0.0012	
1	1	1	1	0.494466	-7.71892	1	0.0013	
1	1	1	1	0.493673	-8.14115	1	0.0014	
1	1	1	1	0.492838	-8.54562	1	0.0015	
1	1	1	1	0.491964	-8.93344	1	0.0016	
1	1	1	1	0.491052	-9.30569	1	0.0017	
1	1	1	1	0.490104	-9.66337	1	0.0018	
1	1	1	1	0.48912	-10.0074	1	0.0019	
1	1	1	1	0.488103	-10.3388	1	0.002	
1	1	1	1	0.487053	-10.6584	1	0.0021	
1	1	1	1	0.485971	-10.9669	1	0.0022	
1	1	1	1	0.48486	-11.2651	1	0.0023	
1	1	1	1	0.483719	-11.5538	1	0.0024	
1	1	1	1	0.482549	-11.8337	1	0.0025	
1	1	1	1	0.481352	-12.1053	1	0.0026	
1	1	1	1	0.480128	-12.3693	1	0.0027	
1	1	1	1	0.478878	-12.6264	1	0.0028	
1	1	1	1	0.477603	-12.8769	1	0.0029	
1	1	1	1	0.476303	-13.1215	1	0.003	
1	1	1	1	0.474979	-13.3606	1	0.0031	
1	1	1	1	0.473631	-13.5946	1	0.0032	
1	1	1	1	0.47226	-13.8241	1	0.0033	
1	1	1	1	0.470866	-14.0493	1	0.0034	
1	1	1	1	0.46945	-14.2707	1	0.0035	
1	1	1	1	0.468012	-14.4887	1	0.0036	
1	1	1	1	0.466553	-14.7036	1	0.0037	
1	1	1	1	0.465072	-14.9156	1	0.0038	
1	1	1	1	0.46357	-15.1252	1	0.0039	
1	1	1	1	0.462047	-15.3326	1	0.004	
1	1	1	1	0.460503	-15.538	1	0.0041	
1	1	1	1	0.458939	-15.7418	1	0.0042	
1	1	1	1	0.457355	-15.9441	1	0.0043	
1	1	1	1	0.45575	-16.1452	1	0.0044	
1	1	1	1	0.454126	-16.3454	1	0.0045	
1	1	1	1	0.452481	-16.5447	1	0.0046	
1	1	1	1	0.450817	-16.7435	1	0.0047	
1	1	1	1	0.449132	-16.9419	1	0.0048	
1	1	1	1	0.447428	-17.1401	1	0.0049	
1	1	1	1	0.445704	-17.3383	1	0.005	
1	1	1	1	0.44396	-17.5366	1	0.0051	
1	1	1	1	0.442197	-17.7351	1	0.0052	
1	1	1	1	0.440413	-17.9341	1	0.0053	
1	1	1	1	0.43861	-18.1336	1	0.0054	
1	1	1	1	0.436786	-18.3338	1	0.0055	
1	1	1	1	0.434943	-18.5348	1	0.0056	
1	1	1	1	0.433079	-18.7368	1	0.0057	
1	1	1	1	0.431196	-18.9398	1	0.0058	
1	1	1	1	0.429291	-19.144	1	0.0059	
1	1	1	1	0.427367	-19.3495	1	0.006	
1	1	1	1	0.425421	-19.5563	1	0.0061	
1	1	1	1	0.423455	-19.7647	1	0.0062	
1	1	1	1	0.421468	-19.9746	1	0.0063	
1	1	1	1	0.41946	-20.1861	1	0.0064	
1	1	1	1	0.417431	-20.3994	1	0.0065	
1	1	1	1	0.41538	-20.6146	1	0.0066	
1	1	1	1	0.413308	-20.8316	1	0.0067	
1	1	1	1	0.411214	-21.0507	1	0.0068	
1	1	1	1	0.409098	-21.2718	1	0.0069	
1	1	1	1	0.406959	-21.495	1	0.007	
1	1	1	1	0.404798	-21.7204	1	0.0071	
1	1	1	1	0.402615	-21.9481	1	0.0072	
1	1	1	1	0.400409	-22.1781	1	0.0073	
1	1	1	1	0.398179	-22.4105	1	0.0074	
1	1	1	1	0.395926	-22.6453	1	0.0075	
1	1	1	1	0.39365	-22.8826	1	0.0076	
1	1	1	1	0.39135	-23.1224	1	0.0077	
1	1	1	1	0.389025	-23.3648	1	0.0078	
1	1	1	1	0.386676	-23.6098	1	0.0079	
1	1	1	1	0.384303	-23.8574	1	0.008	
1	1	1	1	0.381905	-24.1078	1	0.0081	
1	1	1	1	0.379481	-24.3608	1	0.0082	
1	1	1	1	0.377032	-24.6167	1	0.0083	
1	1	1	1	0.374558	-24.8753	1	0.0084	
1	1	1	1	0.372057	-25.1367	1	0.0085	
1	1	1	1	0.36953	-25.4009	1	0.0086	
1	1	1	1	0.366977	-25.6679	1	0.0087	
1	1	1	1	0.364397	-25.9378	1	0.0088	
1	1	1	1	0.361789	-26.2105	1	0.0089	
1	1	1	1	0.359154	-26.4861	1	0.009	
1	1	1	1	0.356492	-26.7645	1	0.0091	
1	1	1	1	0.353801	-27.0458	1	0.0092	
1	1	1	1	0.351082	-27.3299	1	0.0093	
1	1	1	1	0.348335	-27.6169	1	0.0094	
1	1	1	1	0.345559	-27.9066	1	0.0095	
1	1	1	1	0.342754	-28.1991	1	0.0096	
1	1	1	1	0.339919	-28.4943	1	0.0097	
1	1	1	1	0.337055	-28.7923	1	0.0098	
1	1	1	1	0.33416	-29.0929	1	0.0099	
1	1	1	1	0.331236	-29.3961	1	0.01	
1	1	1	1	0.328281	-29.7019	1	0.0101	
1	1	1	1	0.325295	-30.0102	1	0.0102	
1	1	1	1	0.322279	-30.3209	1	0.0103	
1	1	1	1	0.319231	-30.634	1	0.0104	
1	1	1	1	0.316152	-30.9494	1	0.0105	
1	1	1	1	0.313041	-31.267	1	0.0106	
1	1	1	1	0.309898	-31.5868	1	0.0107	
1	1	1	1	0.306723	-31.9085	1	0.0108	
1	1	1	1	0.303516	-32.2322	1	0.0109	
1	1	1	1	0.300277	-32.5576	1	0.011	
1	1	1	1	0.297005	-32.8848	1	0.0111	
1	1	1	1	0.2937	-33.2135	1	0.0112	
1	1	1	1	0.290362	-33.5437	1	0.0113	
1	1	1	1	0.286991	-33.8751	1	0.0114	
1	1	1	1	0.283587	-34.2077	1	0.0115	
1	1	1	1	0.280149	-34.5412	1	0.0116	
1	1	1	1	0.276678	-34.8756	1	0.0117	
1	1	1	1	0.273174	-35.2107	1	0.0118	
1	1	1	1	0.269636	-35.5462	1	0.0119	
1	1	1	1	0.266065	-35.8821	1	0.012	
1	1	1	1	0.26246	-36.218	1	0.0121	
1	1	1	1	0.258821	-36.5539	1	0.0122	
1	1	1	1	0.255149	-36.8895	1	0.0123	
1	1	1	1	0.251443	-37.2246	1	0.0124	
1	1	1	1	0.247704	-37.559	1	0.0125	
1	1	1	1	0.243931	-37.8925	1	0.0126	
1	1	1	1	0.240125	-38.2248	1	0.0127	
1	1	1	1	0.236286	-38.5558	1	0.0128	
1	1	1	1	0.232414	-38.8852	1	0.0129	
1	1	1	1	0.228509	-39.2127	1	0.013	
1	1	1	1	0.224572	-39.5381	1	0.0131	
1	1	1	1	0.220602	-39.8613	1	0.0132	
1	1	1	1	0.2166	-40.1818	1	0.0133	
1	1	1	1	0.212565	-40.4996	1	0.0134	
1	1	1	1	0.2085	-40.8142	1	0.0135	
1	1	1	1	0.204403	-41.1256	1	0.0136	
1	1	1	1	0.200275	-41.4334	1	0.0137	
1	1	1	1	0.196116	-41.7373	1	0.0138	
1	1	1	1	0.191927	-42.0373	1	0.0139	
1	1	1	1	0.187709	-42.3329	1	0.014	
1	1	1	1	0.183461	-42.6239	1	0.0141	
1	1	1	1	0.179184	-42.9102	1	0.0142	
1	1	1	1	0.174879	-43.1914	1	0.0143	
1	1	1	1	0.170546	-43.4673	1	0.0144	
1	1	1	1	0.166186	-43.7378	1	0.0145	
1	1	1	1	0.161799	-44.0025	1	0.0146	
1	1	1	1	0.157385	-44.2613	1	0.0147	
1	1	1	1	0.152947	-44.514	1	0.0148	
1	1	1	1	0.148483	-44.7603	1	0.0149	
