0	0.5	-22.2837	
0.0295	0.359935	2.96855	
0.0548	0.373708	-13.0398	
0.0798	0.3175	-4.64094	
0.1048	0.299605	-3.14618	
0.1297	0.288097	-2.37798	
0.1546	0.279692	-1.91047	
0.1794	0.273144	-1.57425	
0.2043	0.267843	-1.33542	
0.2292	0.263427	-1.15534	
0.254	0.25968	-1.0069	
0.2789	0.256445	-0.892788	
0.3037	0.253621	-0.793433	
0.3286	0.251128	-0.714353	
0.3534	0.248914	-0.644403	
0.3783	0.246925	-0.585863	
0.4031	0.245137	-0.536703	
0.4279	0.243511	-0.488003	
0.4528	0.242036	-0.452077	
0.4776	0.240683	-0.414661	
0.5025	0.239444	-0.385097	
0.5273	0.238303	-0.356495	
0.5522	0.237248	-0.331877	
0.577	0.236274	-0.31006	
0.6018	0.235367	-0.28797	
0.6267	0.234525	-0.269928	
0.6515	0.233741	-0.253758	
0.6763	0.233007	-0.236018	
0.7012	0.232323	-0.223511	
0.726	0.23168	-0.208979	
0.7509	0.231078	-0.197191	
0.7757	0.230514	-0.186686	
0.8005	0.229981	-0.174933	
0.8254	0.22948	-0.166043	
0.8502	0.229008	-0.15658	
0.8751	0.228562	-0.147974	
0.8999	0.228143	-0.141046	
0.9247	0.227745	-0.132718	
0.9496	0.227369	-0.125895	
0.9744	0.227014	-0.120399	
0.9992	0.226675	-0.112879	
1.0241	0.226357	-0.108499	
1.0489	0.226053	-0.102279	
1.0738	0.225765	-0.0974577	
1.0986	0.225492	-0.0932788	
1.1234	0.225232	-0.0881326	
1.1483	0.224985	-0.0839203	
1.1731	0.224751	-0.0806553	
1.1979	0.224526	-0.0757567	
1.2228	0.224314	-0.0731353	
1.2476	0.224111	-0.0692009	
1.2725	0.223918	-0.0660554	
1.2973	0.223735	-0.0635844	
1.3221	0.223558	-0.0602628	
1.347	0.223391	-0.0572998	
1.3718	0.223232	-0.055533	
1.3966	0.223078	-0.0521054	
1.4215	0.222934	-0.0504189	
1.4463	0.222794	-0.0479632	
1.4712	0.222661	-0.0455278	
1.496	0.222536	-0.0443448	
1.5208	0.222413	-0.0417822	
1.5457	0.222298	-0.0399157	
1.5705	0.222188	-0.038846	
1.5953	0.222081	-0.036417	
1.6202	0.22198	-0.0352477	
1.645	0.221883	-0.0336729	
1.6699	0.22179	-0.0320041	
1.6947	0.221702	-0.0310464	
1.7195	0.221617	-0.0296042	
1.7444	0.221535	-0.0277923	
1.7692	0.221459	-0.0276805	
1.794	0.221383	-0.0256431	
1.8189	0.221312	-0.0249042	
1.8437	0.221244	-0.0239645	
1.8686	0.221178	-0.0224879	
1.8934	0.221116	-0.0222509	
1.9182	0.221055	-0.020835	
1.9431	0.220998	-0.0198294	
1.9679	0.220943	-0.0195909	
1.9927	0.22089	-0.0184258	
2.0176	0.220839	-0.0175304	
2.0424	0.220791	-0.0172906	
2.0672	0.220744	-0.0160117	
2.0921	0.2207	-0.0158358	
2.1169	0.220656	-0.0149258	
2.1418	0.220615	-0.0141357	
2.1666	0.220577	-0.0140163	
2.1914	0.220538	-0.0133553	
2.2163	0.220502	-0.012314	
2.2411	0.220468	-0.0125598	
2.2659	0.220434	-0.0115395	
2.2908	0.220402	-0.0110997	
2.3156	0.220372	-0.0110567	
2.3405	0.220341	-0.00976062	
2.3653	0.220315	-0.010372	
2.3901	0.220286	-0.00923763	
2.415	0.220261	-0.00903182	
2.4398	0.220236	-0.00891076	
2.4646	0.220212	-0.00851117	
2.4895	0.220189	-0.00769172	
2.5143	0.220168	-0.00818089	
2.5391	0.220145	-0.00705419	
