0	0.5	
0.0548	0.326533	
0.1048	0.294592	
0.1546	0.277691	
0.2043	0.266794	
0.254	0.259044	
0.3037	0.253201	
0.3534	0.248619	
0.4031	0.244921	
0.4528	0.241872	
0.5025	0.239316	
0.5522	0.237144	
0.6018	0.235284	
0.6515	0.233673	
0.7012	0.232266	
0.7509	0.23103	
0.8005	0.229938	
0.8502	0.228974	
0.8999	0.228113	
0.9496	0.227343	
0.9992	0.22665	
1.0489	0.226033	
1.0986	0.225475	
1.1483	0.224969	
1.1979	0.22451	
1.2476	0.224099	
1.2973	0.223724	
1.347	0.223381	
1.3966	0.223067	
1.4463	0.222787	
1.496	0.222529	
1.5457	0.222291	
1.5953	0.222073	
1.645	0.221878	
1.6947	0.221698	
1.7444	0.22153	
1.794	0.221377	
1.8437	0.221241	
1.8934	0.221113	
1.9431	0.220994	
1.9927	0.220886	
2.0424	0.220789	
2.0921	0.220698	
2.1418	0.220612	
2.1914	0.220536	
2.2411	0.220467	
2.2908	0.220401	
2.3405	0.220338	
2.3901	0.220285	
2.4398	0.220236	
2.4895	0.220188	
2.5391	0.220142	
2.5888	0.220106	
2.6385	0.22007	
2.6882	0.220035	
2.7378	0.220002	
2.7875	0.219976	
2.8372	0.21995	
2.8869	0.219924	
2.9365	0.219901	
2.9862	0.219883	
3.0359	0.219864	
3.0856	0.219844	
3.1352	0.219828	
3.1849	0.219815	
3.2346	0.219801	
3.2843	0.219786	
3.3339	0.219776	
3.3836	0.219767	
3.4333	0.219756	
3.4829	0.219743	
3.5326	0.219738	
3.5823	0.219731	
3.632	0.219723	
3.6816	0.219713	
3.7313	0.21971	
3.781	0.219705	
3.8307	0.219699	
3.8803	0.219692	
3.93	0.219691	
3.9797	0.219687	
4.0294	0.219681	
4.079	0.219677	
4.1287	0.219676	
4.1784	0.219673	
4.2281	0.219668	
4.2777	0.219666	
4.3274	0.219666	
4.3771	0.219663	
4.4268	0.219658	
4.4764	0.219659	
4.5261	0.219658	
4.5758	0.219655	
4.6254	0.219651	
4.6751	0.219653	
4.7248	0.219653	
4.7745	0.21965	
4.8241	0.219647	
4.8738	0.219649	
4.9235	0.219648	
4.9732	0.219646	
5.0228	0.219644	
5.0725	0.219646	
5.1222	0.219645	
5.1719	0.219642	
5.2215	0.219643	
5.2712	0.219644	
5.3209	0.219643	
5.3706	0.219639	
5.4202	0.219641	
5.4699	0.219642	
5.5196	0.219641	
5.5692	0.219637	
5.6189	0.21964	
5.6686	0.219641	
5.7183	0.219639	
5.7679	0.219637	
5.8176	0.21964	
5.8673	0.21964	
5.917	0.219638	
5.9666	0.219637	
