0.0673	-0.0264327	-0.0264327	-0.0264327	-0.0264327	
0.0673	0.0164651	-0.00721021	-0.00721021	-0.00721021	
0.11725	-0.0116631	-0.0039907	-0.0039907	-0.0039907	
0.11725	0.00860616	0.00259465	-0.00279057	-0.00279057	
0.167	-0.00692906	-0.00191329	-0.00213436	-0.00213436	
0.167	0.00649409	0.00134683	-0.00171933	-0.00171933	
0.21675	-0.00607454	-0.00123696	-0.00143336	-0.00143336	
0.21675	0.00463752	0.000945636	-0.00122442	-0.00122442	
0.26645	-0.00431279	-0.00109064	-0.00106387	-0.00106387	
0.26645	0.00398391	0.000800744	0.000651235	-0.000937636	
0.31615	-0.00368728	-0.000747434	-0.00046162	-0.000835822	
0.31615	0.00338236	0.000678178	0.000353904	-0.000793503	
0.36585	-0.00310337	-0.000628197	-0.000266341	-0.000720235	
0.36585	0.00281527	0.000761792	0.000240616	-0.000657299	
0.4155	-0.00254797	-0.000511112	-0.000281831	-0.000603219	
0.4155	0.00326267	0.000654391	0.00020061	-0.000586345	
0.4652	-0.00298216	-0.000399344	-0.000182906	-0.00054361	
0.4652	0.00272414	0.000550413	0.00022216	-0.000505767	
0.5149	-0.0024534	-0.000489718	-0.000148336	-0.000471712	
0.5149	0.00220082	0.000444553	0.000190525	-0.000464801	
0.5646	-0.00193799	-0.000577777	-0.000115476	-0.000436433	
0.5646	0.0016892	0.000338294	0.000159993	-0.000410691	
0.61425	-0.00238751	-0.000478321	-0.000138725	-0.000386989	
0.61425	0.00212696	0.000423943	0.000129397	-0.000384727	
0.6639	-0.00188226	-0.000376801	-0.000166793	-0.000364308	
0.6639	0.00257333	0.000515372	9.82638e-05	-0.000345469	
0.7136	-0.00231453	-0.000273951	-0.000137657	-0.00032785	
0.7136	0.00207336	0.000418424	0.000122184	-0.00032799	
0.7633	-0.00181966	-0.000548829	-0.000108182	-0.000312452	
0.7633	0.00157961	0.000316095	9.28825e-05	-0.000297945	
0.81295	-0.00226293	-0.000453087	-0.000133187	-0.000284222	
0.81295	0.00201009	0.000215605	0.000119352	-0.000285683	
0.86265	-0.00177255	-0.000357619	-0.000104126	-0.000273373	
0.86265	0.0015238	0.000487748	9.05435e-05	0.000151018	
0.9123	-0.00128651	-0.000257353	-0.000131009	-0.000116483	
0.9123	0.0019639	0.000393178	0.000114731	8.72819e-05	
0.962	-0.00171541	-0.00034238	-0.000102401	-6.57606e-05	
0.962	0.0014801	0.000296054	8.6128e-05	5.79522e-05	
1.01165	-0.00215399	-0.000431161	-0.000127555	-6.91978e-05	
1.01165	0.00190566	0.000197345	0.000111891	4.77961e-05	
1.06135	-0.00167217	-0.000337289	-9.90871e-05	-4.35761e-05	
1.06135	0.00142712	0.00046612	8.36512e-05	3.91325e-05	
1.111	-0.00119307	-0.00023859	-7.07986e-05	-3.49786e-05	
1.111	0.00186306	0.000372912	0.000108812	4.46842e-05	
1.1607	-0.00161789	-0.000323112	-9.63589e-05	-2.66101e-05	
1.1607	0.00138534	0.000277034	8.06136e-05	3.6868e-05	
1.21035	-0.002053	-0.000410886	-0.000121541	-3.22838e-05	
1.21035	0.00180766	0.000179491	0.000105945	2.90682e-05	
1.26005	-0.00157654	-0.000317946	-9.34223e-05	-3.9769e-05	
1.26005	0.001334	0.000446031	7.80482e-05	3.48515e-05	
1.3097	-0.00110184	-0.000220303	-6.54198e-05	-3.21022e-05	
1.3097	0.00176688	0.000353629	0.000103197	2.71903e-05	
1.3594	-0.00152401	-0.000304477	-9.06428e-05	-2.45502e-05	
1.3594	0.00129312	0.000258547	7.52506e-05	1.96245e-05	
1.40905	-0.00195653	-0.000391544	-0.000115816	-3.08129e-05	
1.40905	0.00171328	0.000161824	0.000100304	2.66916e-05	
1.45875	-0.00148358	-0.000299168	-8.79241e-05	-2.32949e-05	
1.45875	0.00124283	0.00042682	7.26231e-05	3.30116e-05	
1.5084	-0.00101184	-0.000202278	-6.01094e-05	-3.02404e-05	
1.5084	0.00167341	0.000334898	9.77418e-05	2.55336e-05	
1.5581	-0.00143221	-0.000286226	-8.51099e-05	-2.28753e-05	
1.5581	0.0012023	0.000240348	6.99656e-05	1.8107e-05	
1.60775	-0.00186279	-0.000372777	-0.000110257	-2.92602e-05	
1.60775	0.00162103	0.000144218	9.48366e-05	2.49534e-05	
1.65745	-0.00139221	-0.000280733	-8.25139e-05	-2.18599e-05	
1.65745	0.00115276	0.00040815	6.73007e-05	3.1373e-05	
1.7071	-0.000922454	-0.000184375	-5.48251e-05	-1.43561e-05	
1.7071	0.00158163	0.000316522	9.23891e-05	2.42242e-05	
1.7568	-0.0013416	-0.000268164	-7.96802e-05	-3.48488e-05	
1.7568	0.00111227	0.000222339	6.47264e-05	1.67132e-05	
1.80645	-0.00177067	-0.000354322	-0.000104797	-2.77435e-05	
1.80645	0.00153006	0.000126652	8.948e-05	2.34233e-05	
1.85615	-0.00130168	-0.000262465	-7.71543e-05	-2.04099e-05	
1.85615	0.00106327	0.000389829	0.000114633	2.9898e-05	
1.9058	-0.00083331	-0.000166537	-4.89324e-05	-1.29712e-05	
1.9058	0.0014908	0.00029834	8.77188e-05	2.27961e-05	
1.9555	-0.00125177	-0.000250233	-7.36898e-05	-3.33432e-05	
1.9555	0.0010227	0.000204412	6.01317e-05	1.53445e-05	
2.00515	-0.00167959	-0.0003361	-9.87804e-05	-2.62771e-05	
2.00515	0.00143991	0.000287889	8.4805e-05	2.19662e-05	
2.0548	-0.00121176	-0.000242222	-7.12085e-05	-1.89868e-05	
2.0548	0.00186818	0.00037382	0.000109929	2.8472e-05	
2.1045	-0.00162785	-0.000146627	-4.30892e-05	-1.15936e-05	
2.1045	0.00140062	0.000282397	8.30336e-05	2.13966e-05	
2.1542	-0.00116232	-0.000409085	-6.77911e-05	-3.18844e-05	
2.1542	0.000933364	0.000186543	5.55008e-05	1.39874e-05	
2.20385	-0.00158923	-0.000318013	-9.28498e-05	-2.48402e-05	
2.20385	0.00135028	0.000269982	8.01236e-05	3.4252e-05	
2.2535	-0.00112217	-0.000224299	-6.53286e-05	-1.74142e-05	
2.2535	0.00177766	0.000355703	0.000105221	2.72374e-05	
2.3032	-0.00153804	-0.000128998	-8.98831e-05	-1.00559e-05	
2.3032	0.00131078	0.000264274	7.7709e-05	2.01759e-05	
2.3529	-0.00107322	-0.000391109	-0.000115024	-3.029e-05	
2.3529	0.000844195	0.000168691	4.95901e-05	1.27999e-05	
2.40255	-0.00149926	-0.00030002	-8.82301e-05	-2.32567e-05	
2.40255	0.00126095	0.000252141	7.41867e-05	3.30155e-05	
2.4522	-0.00103277	-0.000206416	-6.07415e-05	-1.58607e-05	
2.4522	0.00168759	0.000337678	9.9259e-05	2.60107e-05	
2.5019	-0.00144859	-0.000289682	-8.52729e-05	-8.52927e-06	
2.5019	0.00122121	0.000244097	7.17772e-05	1.89548e-05	
2.55155	-0.00187584	-0.000375336	-0.000110386	-2.87241e-05	
2.55155	0.00163612	0.000148753	4.37336e-05	1.16026e-05	
2.60125	-0.00140958	-0.000284189	-8.35758e-05	-2.16954e-05	
2.60125	0.00117186	0.000410549	6.83105e-05	3.17847e-05	
2.6509	-0.000943496	-0.000188552	-5.61153e-05	-1.43228e-05	
2.6509	0.00159784	0.000319726	9.33585e-05	2.47823e-05	
2.7006	-0.00135938	-0.000271844	-8.06328e-05	-2.07072e-05	
2.7006	0.00113181	0.000226218	6.59028e-05	1.75616e-05	
2.75025	-0.00178599	-0.000357364	-0.00010572	-2.73457e-05	
2.75025	0.00154681	0.000131075	9.0368e-05	1.02307e-05	
2.79995	-0.00132007	-0.000266144	-7.82671e-05	-2.03158e-05	
2.79995	0.00108281	0.000392711	0.0001155	3.03883e-05	
2.8496	-0.000854283	-0.000170705	-5.01987e-05	-1.29639e-05	
2.8496	0.00150828	0.000301812	8.87583e-05	2.33839e-05	
2.8993	-0.00127027	-0.000254028	-7.47168e-05	-3.31138e-05	
