0	0.5	
0.0295	0.359935	
0.0548	0.373708	
0.0798	0.3175	
0.1048	0.333122	
0.1297	0.297369	
0.1546	0.311122	
0.1794	0.284794	
0.2043	0.296822	
0.2292	0.27595	
0.254	0.286598	
0.2789	0.269298	
0.3037	0.262702	
0.3286	0.258048	
0.3534	0.254407	
0.3783	0.251409	
0.4031	0.248869	
0.4279	0.246669	
0.4528	0.244739	
0.4776	0.243024	
0.5025	0.241488	
0.5273	0.240101	
0.5522	0.238842	
0.577	0.237692	
0.6018	0.23664	
0.6267	0.23567	
0.6515	0.234776	
0.6763	0.233946	
0.7012	0.233178	
0.726	0.232462	
0.7509	0.231794	
0.7757	0.23117	
0.8005	0.230586	
0.8254	0.230039	
0.8502	0.229525	
0.8751	0.229042	
0.8999	0.228588	
0.9247	0.228159	
0.9496	0.227755	
0.9744	0.227373	
0.9992	0.227012	
1.0241	0.226671	
1.0489	0.226348	
1.0738	0.226042	
1.0986	0.225752	
1.1234	0.225477	
1.1483	0.225215	
1.1731	0.224967	
1.1979	0.224731	
1.2228	0.224507	
1.2476	0.224293	
1.2725	0.22409	
1.2973	0.223897	
1.3221	0.223713	
1.347	0.223537	
1.3718	0.22337	
1.3966	0.22321	
1.4215	0.223058	
1.4463	0.222912	
1.4712	0.222774	
1.496	0.222642	
1.5208	0.222515	
1.5457	0.222394	
1.5705	0.222279	
1.5953	0.222168	
1.6202	0.222063	
1.645	0.221962	
1.6699	0.221866	
1.6947	0.221774	
1.7195	0.221685	
1.7444	0.221601	
1.7692	0.22152	
1.794	0.221443	
1.8189	0.221369	
1.8437	0.221298	
1.8686	0.22123	
1.8934	0.221165	
1.9182	0.221103	
1.9431	0.221043	
1.9679	0.220986	
1.9927	0.220931	
2.0176	0.220879	
2.0424	0.220829	
2.0672	0.22078	
2.0921	0.220734	
2.1169	0.22069	
2.1418	0.220647	
2.1666	0.220607	
2.1914	0.220567	
2.2163	0.22053	
2.2411	0.220494	
2.2659	0.22046	
2.2908	0.220427	
2.3156	0.220395	
2.3405	0.220364	
2.3653	0.220336	
2.3901	0.220307	
2.415	0.220281	
2.4398	0.220255	
2.4646	0.22023	
2.4895	0.220206	
2.5143	0.220184	
2.5391	0.220162	
2.564	0.220141	
2.5888	0.220121	
2.6137	0.220102	
2.6385	0.220083	
2.6633	0.220066	
2.6882	0.220048	
2.713	0.220032	
2.7378	0.220016	
2.7627	0.220001	
2.7875	0.219987	
2.8124	0.219973	
2.8372	0.21996	
2.862	0.219947	
2.8869	0.219934	
2.9117	0.219923	
2.9365	0.219911	
2.9614	0.2199	
2.9862	0.21989	
3.011	0.21988	
3.0359	0.21987	
3.0607	0.219861	
3.0856	0.219852	
3.1104	0.219844	
3.1352	0.219835	
3.1601	0.219827	
3.1849	0.21982	
3.2097	0.219812	
3.2346	0.219806	
3.2594	0.219799	
3.2843	0.219793	
3.3091	0.219787	
3.3339	0.21978	
3.3588	0.219775	
3.3836	0.219769	
3.4084	0.219764	
3.4333	0.219759	
3.4581	0.219754	
3.4829	0.219749	
3.5078	0.219745	
3.5326	0.219741	
3.5575	0.219737	
3.5823	0.219733	
3.6071	0.219729	
3.632	0.219725	
3.6568	0.219722	
3.6816	0.219718	
3.7065	0.219715	
3.7313	0.219712	
3.7562	0.219709	
3.781	0.219706	
3.8058	0.219703	
3.8307	0.219701	
3.8555	0.219698	
3.8803	0.219696	
3.9052	0.219693	
3.93	0.219691	
3.9549	0.219689	
3.9797	0.219687	
4.0045	0.219685	
4.0294	0.219683	
4.0542	0.219681	
4.079	0.21968	
4.1039	0.219678	
4.1287	0.219676	
4.1535	0.219674	
4.1784	0.219673	
4.2032	0.219672	
4.2281	0.21967	
4.2529	0.219669	
4.2777	0.219668	
4.3026	0.219666	
4.3274	0.219665	
4.3522	0.219664	
4.3771	0.219663	
4.4019	0.219662	
4.4268	0.219661	
4.4516	0.21966	
4.4764	0.219659	
4.5013	0.219658	
4.5261	0.219657	
4.5509	0.219657	
4.5758	0.219656	
4.6006	0.219655	
4.6254	0.219654	
4.6503	0.219654	
4.6751	0.219653	
4.7	0.219652	
4.7248	0.219652	
4.7496	0.219651	
4.7745	0.21965	
4.7993	0.21965	
4.8241	0.219649	
4.849	0.219649	
4.8738	0.219648	
4.8987	0.219648	
4.9235	0.219648	
4.9483	0.219647	
4.9732	0.219647	
4.998	0.219646	
5.0228	0.219646	
5.0477	0.219645	
5.0725	0.219645	
5.0973	0.219645	
5.1222	0.219644	
5.147	0.219644	
5.1719	0.219644	
5.1967	0.219644	
5.2215	0.219643	
5.2464	0.219643	
5.2712	0.219643	
5.296	0.219642	
5.3209	0.219642	
5.3457	0.219642	
5.3706	0.219642	
5.3954	0.219642	
5.4202	0.219641	
5.4451	0.219641	
5.4699	0.219641	
5.4947	0.219641	
5.5196	0.21964	
5.5444	0.219641	
5.5692	0.21964	
5.5941	0.21964	
5.6189	0.21964	
5.6438	0.21964	
5.6686	0.21964	
5.6934	0.21964	
5.7183	0.219639	
5.7431	0.21964	
5.7679	0.219639	
5.7928	0.219639	
5.8176	0.219639	
5.8425	0.219639	
5.8673	0.219638	
5.8921	0.219639	
5.917	0.219638	
5.9418	0.21964	
