0	0.5	-22.2837	
0.0295	0.359935	-7.69901	
0.0548	0.326533	-4.80994	
0.0798	0.307479	-3.42524	
0.1048	0.294592	-2.63458	
0.1297	0.285086	-2.111	
0.1546	0.277691	-1.75149	
0.1794	0.271725	-1.47098	
0.2043	0.266794	-1.26595	
0.2292	0.262622	-1.10627	
0.254	0.259044	-0.970461	
0.2789	0.255933	-0.865488	
0.3037	0.253201	-0.772013	
0.3286	0.250779	-0.697618	
0.3534	0.248619	-0.631167	
0.3783	0.246673	-0.574828	
0.4031	0.244921	-0.528229	
0.4279	0.243322	-0.480081	
0.4528	0.241872	-0.445679	
0.4776	0.240539	-0.409428	
0.5025	0.239316	-0.380676	
0.5273	0.238189	-0.353167	
0.5522	0.237144	-0.327811	
0.577	0.236182	-0.30721	
0.6018	0.235284	-0.285217	
0.6267	0.23445	-0.267713	
0.6515	0.233673	-0.252678	
0.6763	0.232942	-0.233432	
0.7012	0.232266	-0.221825	
0.726	0.231628	-0.207636	
0.7509	0.23103	-0.195715	
0.7757	0.23047	-0.186371	
0.8005	0.229938	-0.173098	
0.8254	0.229443	-0.165014	
0.8502	0.228974	-0.156604	
0.8751	0.228528	-0.146582	
0.8999	0.228113	-0.140474	
0.9247	0.227716	-0.131675	
0.9496	0.227343	-0.125317	
0.9744	0.22699	-0.120886	
0.9992	0.22665	-0.111354	
1.0241	0.226336	-0.108033	
1.0489	0.226033	-0.102407	
1.0738	0.225745	-0.0965125	
1.0986	0.225475	-0.0934054	
1.1234	0.225214	-0.0874254	
1.1483	0.224969	-0.0835673	
1.1731	0.224736	-0.0811395	
1.1979	0.22451	-0.0744491	
1.2228	0.224302	-0.0730193	
1.2476	0.224099	-0.0695634	
1.2725	0.223905	-0.0652182	
1.2973	0.223724	-0.0638279	
1.3221	0.223547	-0.0596666	
1.347	0.223381	-0.0570615	
1.3718	0.223223	-0.0563788	
1.3966	0.223067	-0.0507869	
1.4215	0.222926	-0.0503	
1.4463	0.222787	-0.0486862	
1.4712	0.222652	-0.0445632	
1.496	0.222529	-0.0445879	
1.5208	0.222406	-0.0415427	
1.5457	0.222291	-0.0395539	
1.5705	0.222182	-0.0395733	
1.5953	0.222073	-0.0354533	
1.6202	0.221975	-0.0352485	
1.645	0.221878	-0.034398	
1.6699	0.221783	-0.0309138	
1.6947	0.221698	-0.0312895	
1.7195	0.221612	-0.0297257	
1.7444	0.22153	-0.0273074	
1.7692	0.221455	-0.0284095	
1.794	0.221377	-0.0246759	
1.8189	0.221309	-0.0247831	
1.8437	0.221241	-0.0250543	
1.8686	0.221172	-0.0215158	
1.8934	0.221113	-0.0222512	
1.9182	0.221052	-0.0210776	
1.9431	0.220994	-0.0193431	
1.9679	0.220941	-0.0200779	
1.9927	0.220886	-0.01782	
2.0176	0.220837	-0.0175305	
2.0424	0.220789	-0.018265	
2.0672	0.220739	-0.0149202	
2.0921	0.220698	-0.0157141	
2.1169	0.220655	-0.0156541	
2.1418	0.220612	-0.0135266	
2.1666	0.220575	-0.0142602	
2.1914	0.220536	-0.0131126	
2.2163	0.2205	-0.0120702	
2.2411	0.220467	-0.0135355	
2.2659	0.22043	-0.0105678	
2.2908	0.220401	-0.0109778	
2.3156	0.220371	-0.0120288	
2.3405	0.220338	-0.00878464	
2.3653	0.220314	-0.010616	
2.3901	0.220285	-0.00948079	
2.415	0.220259	-0.00842161	
2.4398	0.220236	-0.00952114	
2.4646	0.22021	-0.00802487	
2.4895	0.220188	-0.00769174	
2.5143	0.220167	-0.00915779	
2.5391	0.220142	-0.00583799	
2.564	0.220126	-0.00732751	
2.5888	0.220106	-0.00766371	
2.6137	0.220085	-0.0054966	
2.6385	0.22007	-0.00696289	
2.6633	0.220051	-0.00584041	
2.6882	0.220035	-0.00513131	
2.713	0.220021	-0.00696445	
2.7378	0.220002	-0.00438124	
2.7627	0.21999	-0.00513236	
2.7875	0.219976	-0.0058424	
2.8124	0.21996	-0.00366644	
2.8372	0.21995	-0.00476662	
2.862	0.219937	-0.00474776	
2.8869	0.219924	-0.00330033	
2.9117	0.219915	-0.00513411	
2.9365	0.219901	-0.00328742	
2.9614	0.219892	-0.00330081	
2.9862	0.219883	-0.00513486	
3.011	0.219869	-0.00182659	
3.0359	0.219864	-0.00366804	
3.0607	0.219854	-0.00365348	
3.0856	0.219844	-0.002201	
3.1104	0.219838	-0.00366847	
3.1352	0.219828	-0.00219232	
3.1601	0.219822	-0.0025681	
3.1849	0.219815	-0.00366886	
3.2097	0.219805	-0.0014617	
3.2346	0.219801	-0.00220143	
3.2594	0.219795	-0.003289	
3.2843	0.219786	-0.00110079	
3.3091	0.219783	-0.00256856	
3.3339	0.219776	-0.00219284	
3.3588	0.21977	-0.00110087	
3.3836	0.219767	-0.00330269	
3.4084	0.219758	-0.000731001	
3.4333	0.219756	-0.0018349	
