0.0295	-0.359935	-6.26309	
0.0798	-0.307479	-3.0307	
0.1297	-0.285086	-1.9316	
0.1794	-0.271725	-1.36847	
0.2292	-0.262622	-1.03823	
0.2789	-0.255933	-0.818657	
0.3286	-0.250779	-0.664326	
0.3783	-0.246673	-0.551528	
0.4279	-0.243322	-0.462915	
0.4776	-0.240539	-0.395081	
0.5273	-0.238189	-0.340514	
0.577	-0.236182	-0.296191	
0.6267	-0.23445	-0.260196	
0.6763	-0.232942	-0.22764	
0.726	-0.231628	-0.201687	
0.7757	-0.23047	-0.179721	
0.8254	-0.229443	-0.1608	
0.8751	-0.228528	-0.143528	
0.9247	-0.227716	-0.128502	
0.9744	-0.22699	-0.11611	
1.0241	-0.226336	-0.105214	
1.0738	-0.225745	-0.094959	
1.1234	-0.225214	-0.0855003	
1.1731	-0.224736	-0.0777876	
1.2228	-0.224302	-0.0712879	
1.2725	-0.223905	-0.0645231	
1.3221	-0.223547	-0.0583666	
1.3718	-0.223223	-0.0535772	
1.4215	-0.222926	-0.0494915	
1.4712	-0.222652	-0.0445756	
1.5208	-0.222406	-0.0405503	
1.5705	-0.222182	-0.0375092	
1.6202	-0.221975	-0.0348224	
1.6699	-0.221783	-0.0311017	
1.7195	-0.221612	-0.028519	
1.7692	-0.221455	-0.026539	
1.8189	-0.221309	-0.0249189	
1.8686	-0.221172	-0.0218835	
1.9182	-0.221052	-0.0202121	
1.9679	-0.220941	-0.0189467	
2.0176	-0.220837	-0.0178978	
2.0672	-0.220739	-0.0153164	
2.1169	-0.220655	-0.0145925	
2.1666	-0.220575	-0.0136852	
2.2163	-0.2205	-0.0128029	
2.2659	-0.22043	-0.0107724	
2.3156	-0.220371	-0.01041	
2.3653	-0.220314	-0.0100473	
2.415	-0.220259	-0.00897138	
2.4646	-0.22021	-0.00785864	
2.5143	-0.220167	-0.00749455	
2.564	-0.220126	-0.00749595	
2.6137	-0.220085	-0.00622975	
2.6633	-0.220051	-0.00548657	
2.713	-0.220021	-0.00567024	
2.7627	-0.21999	-0.00548809	
2.8124	-0.21996	-0.00421653	
2.862	-0.219937	-0.0040255	
2.9117	-0.219915	-0.00420891	
2.9614	-0.219892	-0.00421783	
3.011	-0.219869	-0.00274546	
3.0607	-0.219854	-0.0029287	
3.1104	-0.219838	-0.00292891	
3.1601	-0.219822	-0.00311848	
3.2097	-0.219805	-0.00183082	
3.2594	-0.219795	-0.0021971	
3.3091	-0.219783	-0.00238032	
3.3588	-0.21977	-0.00220178	
3.4084	-0.219758	-0.00128184	
3.4581	-0.219751	-0.00146501	
3.5078	-0.219743	-0.00183134	
3.5575	-0.219733	-0.00146808	
3.6071	-0.219725	-0.000915733	
3.6568	-0.21972	-0.00109891	
3.7065	-0.219714	-0.00164842	
3.7562	-0.219705	-0.000734129	
3.8058	-0.219701	-0.000549498	
3.8555	-0.219698	-0.00109902	
3.9052	-0.219692	-0.00128223	
3.9549	-0.219685	-0.000183548	
4.0045	-0.219684	-0.00054954	
4.0542	-0.219681	-0.000732732	
4.1039	-0.219677	-0.00110134	
4.1535	-0.219671	0	
4.2032	-0.219671	-0.000366381	
4.2529	-0.219669	-0.000732772	
4.3026	-0.219665	-0.000734263	
4.3522	-0.219661	0.000183198	
4.4019	-0.219662	-0.000183198	
4.4516	-0.219661	-0.000732799	
4.5013	-0.219657	-0.000367143	
4.5509	-0.219655	0.000183203	
4.6006	-0.219656	-0.000366406	
4.6503	-0.219654	-0.000732822	
4.7	-0.21965	0	
4.7496	-0.21965	0.000183207	
4.7993	-0.219651	-0.000366414	
4.849	-0.219649	-0.000732839	
4.8987	-0.219645	0.00036716	
4.9483	-0.219647	0	
4.998	-0.219647	-0.00018321	
5.0477	-0.219646	-0.000734326	
5.0973	-0.219642	0.000366426	
5.147	-0.219644	0.000183212	
5.1967	-0.219645	-0.000366424	
5.2464	-0.219643	-0.000550751	
5.296	-0.21964	0.000549643	
5.3457	-0.219643	0	
5.3954	-0.219643	-0.000549643	
5.4451	-0.21964	-0.000183585	
5.4947	-0.219639	0.000549645	
5.5444	-0.219642	-0.000183214	
5.5941	-0.219641	-0.000549648	
5.6438	-0.219638	0.000183586	
5.6934	-0.219639	0.000366431	
5.7431	-0.219641	-0.000183215	
5.7928	-0.21964	-0.00054965	
5.8425	-0.219637	0.000367173	
